Data de lançamento;Período;Centro;Centro custo;Denominação de objeto;Documento de compras;Classe de custo;Denom.classe custo;Denominação;Texto breve material;Nº doc.de referência;Valor/moeda objeto;Conta lnçto.contrap.;Descrição da conta de contrapartida;Tipo de documento;Linha de lançamento;Nº documento;Denomin.da conta de contrapartida;Objeto;Data do documento;Empresa;Texto de cabeçalho de documento;Nome do usuário;Material
27/02/2025;2;7956;BR1A009;PRODUCAO TODDY BA;M412837688;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 42;5109543337;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;18;1325619659;Recbto Fisico/Fiscal;BR1A009;24/02/2025;BR16;;09407573;900014807
27/03/2025;3;7956;BR1A009;PRODUCAO TODDY BA;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 42;5109674523;-0,4;2010000;Transitoria Recebimento Fisico/Fisc;R3;29;1342632692;Recbto Fisico/Fiscal;BR1A009;11/03/2025;BR16;;09407573;900014807
18/03/2025;3;7956;BR1A009;PRODUCAO TODDY BA;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 42;5085964233;111,91;2010000;Transitoria Recebimento Fisico/Fisc;WE;29;1336886202;Recbto Fisico/Fiscal;BR1A009;11/03/2025;BR16;;09456067;900014807
30/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;M413064405;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 42;5105722515;10,01;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;RE;20;1397367138;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A009;11/06/2025;BR16;06913480000400;S_BATCH_FI;900014807
30/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;M413064405;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 42;5089025191;83,25;2010000;Transitoria Recebimento Fisico/Fisc;WE;20;1397359607;Recbto Fisico/Fiscal;BR1A009;11/06/2025;BR16;;09456067;900014807
16/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 42;5105656662;5,98;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;53;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A009;20/05/2025;BR16;;09407573;900014807
04/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 42;5088264327;49,95;2010000;Transitoria Recebimento Fisico/Fisc;WE;53;1382363224;Recbto Fisico/Fiscal;BR1A009;20/06/2025;BR16;;09456067;900014807
26/02/2025;2;7956;BR1A002;QUALIDADE CHOCOLATE;M412837688;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 42;5085380907;13,99;2010000;Transitoria Recebimento Fisico/Fisc;WE;47;1325238832;Recbto Fisico/Fiscal;BR1A002;24/02/2025;BR16;;09421732;900014807
27/03/2025;3;7956;BR1A002;QUALIDADE CHOCOLATE;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 42;5109674523;-0,1;2010000;Transitoria Recebimento Fisico/Fisc;R3;31;1342632692;Recbto Fisico/Fiscal;BR1A002;11/03/2025;BR16;;09407573;900014807
18/03/2025;3;7956;BR1A002;QUALIDADE CHOCOLATE;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 42;5085964233;27,98;2010000;Transitoria Recebimento Fisico/Fisc;WE;31;1336886202;Recbto Fisico/Fiscal;BR1A002;11/03/2025;BR16;;09456067;900014807
16/06/2025;6;7956;BR1A002;QUALIDADE CHOCOLATE;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 42;5105656662;1,51;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;55;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A002;20/05/2025;BR16;;09407573;900014807
04/06/2025;6;7956;BR1A002;QUALIDADE CHOCOLATE;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 42;5088264327;12,48;2010000;Transitoria Recebimento Fisico/Fisc;WE;55;1382363224;Recbto Fisico/Fiscal;BR1A002;20/06/2025;BR16;;09456067;900014807
26/02/2025;2;7956;BR1A015;SUPRIMENTOS BA;M412837688;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 42;5085380907;13,98;2010000;Transitoria Recebimento Fisico/Fisc;WE;41;1325238832;Recbto Fisico/Fiscal;BR1A015;24/02/2025;BR16;;09421732;900014807
27/02/2025;2;7956;BR1A015;SUPRIMENTOS BA;M412837688;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 42;5109543337;0,01;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;16;1325619659;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A015;24/02/2025;BR16;;09407573;900014807
27/03/2025;3;7956;BR1A015;SUPRIMENTOS BA;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 42;5109674523;-0,11;2010000;Transitoria Recebimento Fisico/Fisc;R3;25;1342632692;Recbto Fisico/Fiscal;BR1A015;11/03/2025;BR16;;09407573;900014807
18/03/2025;3;7956;BR1A015;SUPRIMENTOS BA;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 42;5085964233;27,98;2010000;Transitoria Recebimento Fisico/Fisc;WE;25;1336886202;Recbto Fisico/Fiscal;BR1A015;11/03/2025;BR16;;09456067;900014807
16/06/2025;6;7956;BR1A015;SUPRIMENTOS BA;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 42;5105656662;1,5;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;49;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A015;20/05/2025;BR16;;09407573;900014807
04/06/2025;6;7956;BR1A015;SUPRIMENTOS BA;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 42;5088264327;12,48;2010000;Transitoria Recebimento Fisico/Fisc;WE;49;1382363224;Recbto Fisico/Fiscal;BR1A015;20/06/2025;BR16;;09456067;900014807
13/01/2025;1;7953;BR1A014;ALMOXARIFADO PECAS;M412641785;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5084045069;31,06;2010000;Transitoria Recebimento Fisico/Fisc;WE;22;1298889851;Recbto Fisico/Fiscal;BR1A014;02/01/2025;BR16;;09340863;900014817
18/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412641785;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109492750;0,69;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;28;1319933154;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A014;02/01/2025;BR16;;09257681;900014817
27/01/2025;1;7956;BR1A312;COMBI 24000;M412758648;6100010;EPI/ Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109394352;0,01;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;22;1307073270;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A312;20/01/2025;BR16;BR7956FC23012514321030;09221865;900014817
23/01/2025;1;7956;BR1A312;COMBI 24000;M412758648;6100010;EPI/ Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5084351580;93,26;2010000;Transitoria Recebimento Fisico/Fisc;WE;20;1304871390;Recbto Fisico/Fiscal;BR1A312;20/01/2025;BR16;;09421732;900014817
27/02/2025;2;7956;BR1A312;COMBI 24000;M412837688;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109543337;-0,01;2010000;Transitoria Recebimento Fisico/Fisc;R3;20;1325619659;Recbto Fisico/Fiscal;BR1A312;24/02/2025;BR16;;09407573;900014817
26/02/2025;2;7956;BR1A312;COMBI 24000;M412837688;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085380907;27,98;2010000;Transitoria Recebimento Fisico/Fisc;WE;50;1325238832;Recbto Fisico/Fiscal;BR1A312;24/02/2025;BR16;;09421732;900014817
27/03/2025;3;7956;BR1A312;COMBI 24000;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109674523;8,33;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;34;1342632692;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A312;11/03/2025;BR16;;09407573;900014817
18/03/2025;3;7956;BR1A312;COMBI 24000;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085964233;167,87;2010000;Transitoria Recebimento Fisico/Fisc;WE;34;1336886202;Recbto Fisico/Fiscal;BR1A312;11/03/2025;BR16;;09456067;900014817
30/06/2025;6;7956;BR1A312;COMBI 24000;M413064405;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5089025191;83,25;2010000;Transitoria Recebimento Fisico/Fisc;WE;21;1397359607;Recbto Fisico/Fiscal;BR1A312;11/06/2025;BR16;;09456067;900014817
30/06/2025;6;7956;BR1A312;COMBI 24000;M413064405;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5105722515;10;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;RE;21;1397367138;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A312;11/06/2025;BR16;06913480000400;S_BATCH_FI;900014817
04/06/2025;6;7956;BR1A312;COMBI 24000;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5088264327;24,98;2010000;Transitoria Recebimento Fisico/Fisc;WE;58;1382363224;Recbto Fisico/Fiscal;BR1A312;20/06/2025;BR16;;09456067;900014817
16/06/2025;6;7956;BR1A312;COMBI 24000;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5105656662;2,97;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;58;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A312;20/05/2025;BR16;;09407573;900014817
26/02/2025;2;7956;BR1A007;MANUTENCAO UTILIDADE;M412837688;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085380907;9,33;2010000;Transitoria Recebimento Fisico/Fisc;WE;56;1325238832;Recbto Fisico/Fiscal;BR1A007;24/02/2025;BR16;;09421732;900014817
26/02/2025;2;7956;BR1A007;MANUTENCAO UTILIDADE;M412837688;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085380907;9,33;2010000;Transitoria Recebimento Fisico/Fisc;WE;52;1325238832;Recbto Fisico/Fiscal;BR1A007;24/02/2025;BR16;;09421732;900014817
27/03/2025;3;7956;BR1A007;MANUTENCAO UTILIDADE;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109674523;-0,2;2010000;Transitoria Recebimento Fisico/Fisc;R3;40;1342632692;Recbto Fisico/Fiscal;BR1A007;11/03/2025;BR16;;09407573;900014817
27/03/2025;3;7956;BR1A007;MANUTENCAO UTILIDADE;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109674523;-0,2;2010000;Transitoria Recebimento Fisico/Fisc;R3;36;1342632692;Recbto Fisico/Fiscal;BR1A007;11/03/2025;BR16;;09407573;900014817
18/03/2025;3;7956;BR1A007;MANUTENCAO UTILIDADE;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085964233;55,95;2010000;Transitoria Recebimento Fisico/Fisc;WE;40;1336886202;Recbto Fisico/Fiscal;BR1A007;11/03/2025;BR16;;09456067;900014817
18/03/2025;3;7956;BR1A007;MANUTENCAO UTILIDADE;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085964233;55,95;2010000;Transitoria Recebimento Fisico/Fisc;WE;36;1336886202;Recbto Fisico/Fiscal;BR1A007;11/03/2025;BR16;;09456067;900014817
16/06/2025;6;7956;BR1A007;MANUTENCAO UTILIDADE;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5105656662;1;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;64;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A007;20/05/2025;BR16;;09407573;900014817
16/06/2025;6;7956;BR1A007;MANUTENCAO UTILIDADE;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5105656662;1;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;60;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A007;20/05/2025;BR16;;09407573;900014817
04/06/2025;6;7956;BR1A007;MANUTENCAO UTILIDADE;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5088264327;8,33;2010000;Transitoria Recebimento Fisico/Fisc;WE;60;1382363224;Recbto Fisico/Fiscal;BR1A007;20/06/2025;BR16;;09456067;900014817
04/06/2025;6;7956;BR1A007;MANUTENCAO UTILIDADE;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5088264327;8,33;2010000;Transitoria Recebimento Fisico/Fisc;WE;64;1382363224;Recbto Fisico/Fiscal;BR1A007;20/06/2025;BR16;;09456067;900014817
26/02/2025;2;7956;BR1A012;PRODUCAO MISTURA BA;M412837688;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085380907;9,33;2010000;Transitoria Recebimento Fisico/Fisc;WE;51;1325238832;Recbto Fisico/Fiscal;BR1A012;24/02/2025;BR16;;09421732;900014817
27/03/2025;3;7956;BR1A012;PRODUCAO MISTURA BA;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109674523;-0,2;2010000;Transitoria Recebimento Fisico/Fisc;R3;35;1342632692;Recbto Fisico/Fiscal;BR1A012;11/03/2025;BR16;;09407573;900014817
18/03/2025;3;7956;BR1A012;PRODUCAO MISTURA BA;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085964233;55,95;2010000;Transitoria Recebimento Fisico/Fisc;WE;35;1336886202;Recbto Fisico/Fiscal;BR1A012;11/03/2025;BR16;;09456067;900014817
16/06/2025;6;7956;BR1A012;PRODUCAO MISTURA BA;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5105656662;1;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;59;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A012;20/05/2025;BR16;;09407573;900014817
04/06/2025;6;7956;BR1A012;PRODUCAO MISTURA BA;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5088264327;8,33;2010000;Transitoria Recebimento Fisico/Fisc;WE;59;1382363224;Recbto Fisico/Fiscal;BR1A012;20/06/2025;BR16;;09456067;900014817
26/02/2025;2;7956;BR1A011;PRODUCAO PREMIX BA;M412837688;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085380907;9,33;2010000;Transitoria Recebimento Fisico/Fisc;WE;54;1325238832;Recbto Fisico/Fiscal;BR1A011;24/02/2025;BR16;;09421732;900014817
27/03/2025;3;7956;BR1A011;PRODUCAO PREMIX BA;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109674523;-0,2;2010000;Transitoria Recebimento Fisico/Fisc;R3;38;1342632692;Recbto Fisico/Fiscal;BR1A011;11/03/2025;BR16;;09407573;900014817
18/03/2025;3;7956;BR1A011;PRODUCAO PREMIX BA;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085964233;55,95;2010000;Transitoria Recebimento Fisico/Fisc;WE;38;1336886202;Recbto Fisico/Fiscal;BR1A011;11/03/2025;BR16;;09456067;900014817
16/06/2025;6;7956;BR1A011;PRODUCAO PREMIX BA;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5105656662;1;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;62;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A011;20/05/2025;BR16;;09407573;900014817
04/06/2025;6;7956;BR1A011;PRODUCAO PREMIX BA;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5088264327;8,33;2010000;Transitoria Recebimento Fisico/Fisc;WE;62;1382363224;Recbto Fisico/Fiscal;BR1A011;20/06/2025;BR16;;09456067;900014817
27/01/2025;1;7956;BR1A009;PRODUCAO TODDY BA;M412758648;6100010;EPI/ Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109394352;0,02;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;21;1307073270;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A009;20/01/2025;BR16;BR7956FC23012514321030;09221865;900014817
23/01/2025;1;7956;BR1A009;PRODUCAO TODDY BA;M412758648;6100010;EPI/ Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5084351580;93,25;2010000;Transitoria Recebimento Fisico/Fisc;WE;19;1304871390;Recbto Fisico/Fiscal;BR1A009;20/01/2025;BR16;;09421732;900014817
26/02/2025;2;7956;BR1A009;PRODUCAO TODDY BA;M412837688;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085380907;18,65;2010000;Transitoria Recebimento Fisico/Fisc;WE;53;1325238832;Recbto Fisico/Fiscal;BR1A009;24/02/2025;BR16;;09421732;900014817
27/03/2025;3;7956;BR1A009;PRODUCAO TODDY BA;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109674523;-0,4;2010000;Transitoria Recebimento Fisico/Fisc;R3;37;1342632692;Recbto Fisico/Fiscal;BR1A009;11/03/2025;BR16;;09407573;900014817
18/03/2025;3;7956;BR1A009;PRODUCAO TODDY BA;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085964233;111,91;2010000;Transitoria Recebimento Fisico/Fisc;WE;37;1336886202;Recbto Fisico/Fiscal;BR1A009;11/03/2025;BR16;;09456067;900014817
30/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;M413064405;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5105722515;10,01;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;RE;22;1397367138;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A009;11/06/2025;BR16;06913480000400;S_BATCH_FI;900014817
30/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;M413064405;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5089025191;83,25;2010000;Transitoria Recebimento Fisico/Fisc;WE;22;1397359607;Recbto Fisico/Fiscal;BR1A009;11/06/2025;BR16;;09456067;900014817
16/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5105656662;2;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;61;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A009;20/05/2025;BR16;;09407573;900014817
04/06/2025;6;7956;BR1A009;PRODUCAO TODDY BA;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5088264327;16,65;2010000;Transitoria Recebimento Fisico/Fisc;WE;61;1382363224;Recbto Fisico/Fiscal;BR1A009;20/06/2025;BR16;;09456067;900014817
26/02/2025;2;7956;BR1A002;QUALIDADE CHOCOLATE;M412837688;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085380907;4,66;2010000;Transitoria Recebimento Fisico/Fisc;WE;55;1325238832;Recbto Fisico/Fiscal;BR1A002;24/02/2025;BR16;;09421732;900014817
27/02/2025;2;7956;BR1A002;QUALIDADE CHOCOLATE;M412837688;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109543337;0;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;21;1325619659;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A002;24/02/2025;BR16;;09407573;900014817
27/03/2025;3;7956;BR1A002;QUALIDADE CHOCOLATE;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109674523;-0,1;2010000;Transitoria Recebimento Fisico/Fisc;R3;39;1342632692;Recbto Fisico/Fiscal;BR1A002;11/03/2025;BR16;;09407573;900014817
18/03/2025;3;7956;BR1A002;QUALIDADE CHOCOLATE;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085964233;27,98;2010000;Transitoria Recebimento Fisico/Fisc;WE;39;1336886202;Recbto Fisico/Fiscal;BR1A002;11/03/2025;BR16;;09456067;900014817
16/06/2025;6;7956;BR1A002;QUALIDADE CHOCOLATE;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5105656662;0,51;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;63;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A002;20/05/2025;BR16;;09407573;900014817
04/06/2025;6;7956;BR1A002;QUALIDADE CHOCOLATE;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5088264327;4,15;2010000;Transitoria Recebimento Fisico/Fisc;WE;63;1382363224;Recbto Fisico/Fiscal;BR1A002;20/06/2025;BR16;;09456067;900014817
26/02/2025;2;7956;BR1A015;SUPRIMENTOS BA;M412837688;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085380907;4,65;2010000;Transitoria Recebimento Fisico/Fisc;WE;49;1325238832;Recbto Fisico/Fiscal;BR1A015;24/02/2025;BR16;;09421732;900014817
27/02/2025;2;7956;BR1A015;SUPRIMENTOS BA;M412837688;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109543337;0,01;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;19;1325619659;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A015;24/02/2025;BR16;;09407573;900014817
27/03/2025;3;7956;BR1A015;SUPRIMENTOS BA;M412853096;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5109674523;-0,11;2010000;Transitoria Recebimento Fisico/Fisc;R3;33;1342632692;Recbto Fisico/Fiscal;BR1A015;11/03/2025;BR16;;09407573;900014817
18/03/2025;3;7956;BR1A015;SUPRIMENTOS BA;M412853096;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5085964233;27,98;2010000;Transitoria Recebimento Fisico/Fisc;WE;33;1336886202;Recbto Fisico/Fiscal;BR1A015;11/03/2025;BR16;;09456067;900014817
16/06/2025;6;7956;BR1A015;SUPRIMENTOS BA;M412969632;6600076;EPI e Mat Segurança;Recebimento fatura;BOTINA SEG U-GERAL MFBR PT ELAST 43;5105656662;0,5;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;57;1389357277;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A015;20/05/2025;BR16;;09407573;900014817
04/06/2025;6;7956;BR1A015;SUPRIMENTOS BA;M412969632;6600076;EPI e Mat Segurança;Recebimento físico;BOTINA SEG U-GERAL MFBR PT ELAST 43;5088264327;4,15;2010000;Transitoria Recebimento Fisico/Fisc;WE;57;1382363224;Recbto Fisico/Fiscal;BR1A015;20/06/2025;BR16;;09456067;900014817
16/01/2025;1;7953;BR1A014;ALMOXARIFADO PECAS;M412641785;6600076;EPI e Mat Segurança;Recebimento fatura;PROTETOR AUDIT PLUG REUT AZ U 18DB;5109342997;0;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;4;1300776268;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A014;22/11/2024;BR16;BR7953LC17122409500412;09221865;900012968
05/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento físico;PROTETOR AUDIT PLUG REUT AZ U 18DB;5084728007;11,22;2010000;Transitoria Recebimento Fisico/Fisc;WE;107;1312196964;Recbto Fisico/Fiscal;BR1A014;24/01/2025;BR16;;09340863;900012968
05/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento físico;PROTETOR AUDIT PLUG REUT AZ U 18DB;5084726486;-11,22;2010000;Transitoria Recebimento Fisico/Fisc;WE;107;1312196923;Recbto Fisico/Fiscal;BR1A014;05/02/2025;BR16;;09340863;900012968
05/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento físico;PROTETOR AUDIT PLUG REUT AZ U 18DB;5084724265;-11,22;2010000;Transitoria Recebimento Fisico/Fisc;WE;107;1312182192;Recbto Fisico/Fiscal;BR1A014;05/02/2025;BR16;;09340863;900012968
05/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento físico;PROTETOR AUDIT PLUG REUT AZ U 18DB;5084724076;11,22;2010000;Transitoria Recebimento Fisico/Fisc;WE;107;1312182173;Recbto Fisico/Fiscal;BR1A014;05/02/2025;BR16;;09340863;900012968
05/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento físico;PROTETOR AUDIT PLUG REUT AZ U 18DB;5084724266;11,22;2010000;Transitoria Recebimento Fisico/Fisc;WE;107;1312185904;Recbto Fisico/Fiscal;BR1A014;05/02/2025;BR16;;09340863;900012968
