Data de lançamento;Período;Centro;Centro custo;Denominação de objeto;Documento de compras;Classe de custo;Denom.classe custo;Denominação;Texto breve material;Nº doc.de referência;Valor/moeda objeto;Conta lnçto.contrap.;Descrição da conta de contrapartida;Tipo de documento;Linha de lançamento;Nº documento;Denomin.da conta de contrapartida;Objeto;Data do documento;Empresa;Texto de cabeçalho de documento;Nome do usuário;Material
25/07/2025;7;7956;BR1A009;PRODUCAO TODDY BA;4520554517;6600125;Agua;Recebimento físico;AGUA POTAVEL;5089744045;2162,46;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1412300894;Recbto Fisico/Fiscal;BR1A009;23/06/2025;BR16;;09456067;1000060
25/07/2025;7;7956;BR1A009;PRODUCAO TODDY BA;4520554517;6600125;Agua;Recebimento físico;AGUA POTAVEL;5089743793;2162,46;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1412295545;Recbto Fisico/Fiscal;BR1A009;23/07/2025;BR16;;09456067;1000060
29/08/2025;8;7956;BR1A009;PRODUCAO TODDY BA;4520872512;6600125;Agua;Recebimento físico;AGUA POTAVEL;5090780422;2293,08;2010000;Transitoria Recebimento Fisico/Fisc;WE;2;1432676194;Recbto Fisico/Fiscal;BR1A009;23/07/2025;BR16;;09385570;1000060
08/08/2025;8;7956;BR1A009;PRODUCAO TODDY BA;4520554517;6600125;Agua;Recebimento fatura;AGUA POTAVEL;5105897386;0;1000037698;EMPRESA BAIANA DE AGUAS E SANEAMENT;RE;2;1420384780;EMPRESA BAIANA DE AGUAS E SANEAMENT;BR1A009;23/06/2025;BR16;13504675000110;09257681;1000060
09/01/2025;1;7950;BR1A233;ETE BA;M412133041;6600022;Serviços Terceiros;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109313443;0;1000141140;TRUST GESTAO E SUSTENTABILIDADE LTD;R3;3;1296631682;TRUST GESTAO E SUSTENTABILIDADE LTD;BR1A233;02/01/2025;BR16;BR7950DC04012512301950;09221865;700000094
04/01/2025;1;7950;BR1A233;ETE BA;M412133041;6600022;Serviços Terceiros;Recebimento físico;ASSESSORIA OU CONSULTORIA;5083784908;2333,92;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1293884902;Recbto Fisico/Fiscal;BR1A233;02/01/2025;BR16;;09454166;700000094
13/02/2025;2;7950;BR1A233;ETE BA;M412133041;6600022;Serviços Terceiros;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109473386;0;1000141140;TRUST GESTAO E SUSTENTABILIDADE LTD;R3;2;1317534899;TRUST GESTAO E SUSTENTABILIDADE LTD;BR1A233;03/02/2025;BR16;BR7950DC11022512454473;09452778;700000094
11/02/2025;2;7950;BR1A233;ETE BA;M412133041;6600022;Serviços Terceiros;Recebimento físico;ASSESSORIA OU CONSULTORIA;5084915580;2333,92;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1315983569;Recbto Fisico/Fiscal;BR1A233;11/02/2025;BR16;;09399266;700000094
07/03/2025;3;7950;BR1A233;ETE BA;M412133041;6600022;Serviços Terceiros;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109583298;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;3;1331144826;Recbto Fisico/Fiscal;BR1A233;05/03/2025;BR16;BR7950AS06032518352390;09452778;700000094
06/03/2025;3;7950;BR1A233;ETE BA;M412133041;6600022;Serviços Terceiros;Recebimento físico;ASSESSORIA OU CONSULTORIA;5085628278;2333,92;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1330268642;Recbto Fisico/Fiscal;BR1A233;05/03/2025;BR16;;09437523;700000094
16/01/2025;1;7966;BR1A128;MANUT PROD BA;M412652035;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5084125424;5307,5;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1300454447;Recbto Fisico/Fiscal;BR1A128;14/01/2025;BR16;;09436892;700000094
20/01/2025;1;7966;BR1A128;MANUT PROD BA;M412652035;6600121;Energia Eletrica;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109356522;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;6;1302927728;Recbto Fisico/Fiscal;BR1A128;14/01/2025;BR16;BR7966DC16012504314735;09452778;700000094
21/03/2025;3;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5086071495;5307,5;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1339065352;Recbto Fisico/Fiscal;BR1A128;07/03/2025;BR16;;09465668;700000094
18/03/2025;3;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5085960801;5307,5;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1336814708;Recbto Fisico/Fiscal;BR1A128;18/03/2025;BR16;;09465668;700000094
26/03/2025;3;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109670757;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;6;1342217150;Recbto Fisico/Fiscal;BR1A128;17/03/2025;BR16;BR7966DC18032511575798;09452778;700000094
26/03/2025;3;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109670758;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;6;1342217172;Recbto Fisico/Fiscal;BR1A128;17/03/2025;BR16;BR7966DC21032512500263;09452778;700000094
23/04/2025;4;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109794290;0;1000035794;AMERICA GESTAO SERVICOS EM ENERGIA;R3;6;1357896873;AMERICA GESTAO SERVICOS EM ENERGIA;BR1A128;10/04/2025;BR16;BR7966DC21042511320546;09221865;700000094
21/04/2025;4;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5086942851;5307,5;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1356095042;Recbto Fisico/Fiscal;BR1A128;21/04/2025;BR16;;09420083;700000094
12/05/2025;5;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5087563476;5307,5;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1368616486;Recbto Fisico/Fiscal;BR1A128;12/05/2025;BR16;;09390353;700000094
20/06/2025;6;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5105680756;0;1000035794;AMERICA GESTAO SERVICOS EM ENERGIA;R3;6;1392002325;AMERICA GESTAO SERVICOS EM ENERGIA;BR1A128;10/06/2025;BR16;BR7966DC16062512503383;09221865;700000094
20/06/2025;6;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5105680757;0;1000035794;AMERICA GESTAO SERVICOS EM ENERGIA;R3;6;1392002334;AMERICA GESTAO SERVICOS EM ENERGIA;BR1A128;13/06/2025;BR16;BR7966DC16062512594908;09221865;700000094
16/06/2025;6;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5088607752;-5307,5;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1389089498;Recbto Fisico/Fiscal;BR1A128;12/05/2025;BR16;;09390353;700000094
16/06/2025;6;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5088607833;5307,5;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1389089521;Recbto Fisico/Fiscal;BR1A128;16/06/2025;BR16;;09420083;700000094
16/06/2025;6;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5088608202;5307,5;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1389089596;Recbto Fisico/Fiscal;BR1A128;16/06/2025;BR16;;09420083;700000094
24/07/2025;7;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5105829233;0;1000035794;AMERICA GESTAO SERVICOS EM ENERGIA;R3;6;1412038845;AMERICA GESTAO SERVICOS EM ENERGIA;BR1A128;10/07/2025;BR16;BR7966DC15072505480011;09221865;700000094
15/07/2025;7;7966;BR1A128;MANUT PROD BA;M412888380;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5089427192;5307,5;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1405905865;Recbto Fisico/Fiscal;BR1A128;15/07/2025;BR16;;09395440;700000094
07/08/2025;8;7966;BR1A128;MANUT PROD BA;M413139546;6600121;Energia Eletrica;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5105892537;0;1000035794;AMERICA GESTAO SERVICOS EM ENERGIA;R3;6;1419775540;AMERICA GESTAO SERVICOS EM ENERGIA;BR1A128;05/08/2025;BR16;BR7966DC06082507355285;09348821;700000094
06/08/2025;8;7966;BR1A128;MANUT PROD BA;M413139546;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5090086507;5307,5;2010000;Transitoria Recebimento Fisico/Fisc;WE;6;1418962399;Recbto Fisico/Fiscal;BR1A128;06/08/2025;BR16;;09395440;700000094
16/05/2025;5;7950;BR1A009;PRODUCAO TODDY BA;M412938701;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5087699459;1388,1;2010000;Transitoria Recebimento Fisico/Fisc;WE;7;1371313598;Recbto Fisico/Fiscal;BR1A009;16/05/2025;BR16;;09420083;700000094
11/06/2025;6;7950;BR1A009;PRODUCAO TODDY BA;M412938701;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5088473510;-1388,1;2010000;Transitoria Recebimento Fisico/Fisc;WE;7;1386385139;Recbto Fisico/Fiscal;BR1A009;16/05/2025;BR16;;09420083;700000094
15/07/2025;7;7966;BR1A009;PRODUCAO TODDY BA;M413110943;6600121;Energia Eletrica;Recebimento físico;ASSESSORIA OU CONSULTORIA;5089427231;1388,1;2010000;Transitoria Recebimento Fisico/Fisc;WE;7;1405906371;Recbto Fisico/Fiscal;BR1A009;15/07/2025;BR16;;09395440;700000094
24/07/2025;7;7966;BR1A009;PRODUCAO TODDY BA;M413110943;6600121;Energia Eletrica;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5105829234;0;1000139537;INSTITUTO TOTUM DE DESENVOLVIMENTO;R3;7;1412038854;INSTITUTO TOTUM DE DESENVOLVIMENTO;BR1A009;02/07/2025;BR16;BR7966DC15072505544430;09221865;700000094
27/03/2025;3;7956;BR1A002;QUALIDADE CHOCOLATE;M412895580;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109676292;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;1;1342739473;Recbto Fisico/Fiscal;BR1A002;18/03/2025;BR16;BR7956FC19032512511236;09221865;700000094
19/03/2025;3;7956;BR1A002;QUALIDADE CHOCOLATE;M412895580;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5085999200;130;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1337583529;Recbto Fisico/Fiscal;BR1A002;18/03/2025;BR16;;09456067;700000094
18/03/2025;3;7956;BR1A002;QUALIDADE CHOCOLATE;M412884712;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5085949228;820;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1336589979;Recbto Fisico/Fiscal;BR1A002;14/03/2025;BR16;;09385570;700000094
27/03/2025;3;7956;BR1A002;QUALIDADE CHOCOLATE;M412884712;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109678348;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;1;1342965661;Recbto Fisico/Fiscal;BR1A002;14/03/2025;BR16;BR7956FC18032503422295;09208650;700000094
16/04/2025;4;7956;BR1A002;QUALIDADE CHOCOLATE;M412948862;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109770201;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;1;1354756580;Recbto Fisico/Fiscal;BR1A002;14/04/2025;BR16;BR7956FC14042514023959;09452778;700000094
14/04/2025;4;7956;BR1A002;QUALIDADE CHOCOLATE;M412948862;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5086794572;250;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1353261115;Recbto Fisico/Fiscal;BR1A002;14/04/2025;BR16;;09421732;700000094
15/04/2025;4;7956;BR1A002;QUALIDADE CHOCOLATE;M412948857;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5086826353;775,72;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1353897718;Recbto Fisico/Fiscal;BR1A002;14/04/2025;BR16;;09421732;700000094
24/04/2025;4;7956;BR1A002;QUALIDADE CHOCOLATE;M412948857;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109795870;0;1000116277;EVEREST CONSULTORIA E;R3;1;1358105415;EVEREST CONSULTORIA E;BR1A002;14/04/2025;BR16;;09345264;700000094
13/08/2025;8;7956;BR1A002;QUALIDADE CHOCOLATE;M413182322;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5090310301;130;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1423551956;Recbto Fisico/Fiscal;BR1A002;06/08/2025;BR16;;09478597;700000094
20/08/2025;8;7956;BR1A002;QUALIDADE CHOCOLATE;M413182322;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5105952467;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;1;1427113854;Recbto Fisico/Fiscal;BR1A002;06/08/2025;BR16;BR7956FC13082518374839;09348821;700000094
13/02/2025;2;7956;BR1A002;QUALIDADE CHOCOLATE;M412797950;6600022;Serviços Terceiros;Recebimento físico;ASSESSORIA OU CONSULTORIA;5084981800;510;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1317374307;Recbto Fisico/Fiscal;BR1A002;10/02/2025;BR16;;09456067;700000094
18/02/2025;2;7956;BR1A002;QUALIDADE CHOCOLATE;M412797950;6600022;Serviços Terceiros;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109494733;0;1000116277;EVEREST CONSULTORIA E;R3;1;1320160960;EVEREST CONSULTORIA E;BR1A002;10/02/2025;BR16;BR7956FC13022511370483;09452778;700000094
23/04/2025;4;7956;BR1A013;SEG TRAB ENFERMAGEM;M412956616;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109794663;0;1000022818;JCVFAR ASSESSORIA AMBIENTAL LTDA;R3;1;1357952715;JCVFAR ASSESSORIA AMBIENTAL LTDA;BR1A013;16/04/2025;BR16;BR7956FC17042512241003;09452778;700000094
17/04/2025;4;7956;BR1A013;SEG TRAB ENFERMAGEM;M412956616;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5086893078;8720,51;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1355261039;Recbto Fisico/Fiscal;BR1A013;16/04/2025;BR16;;09421732;700000094
25/04/2025;4;7956;BR1A013;SEG TRAB ENFERMAGEM;M412956615;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109805394;0;1000022818;JCVFAR ASSESSORIA AMBIENTAL LTDA;R3;1;1358963893;JCVFAR ASSESSORIA AMBIENTAL LTDA;BR1A013;16/04/2025;BR16;BR7956FC23042513541324;09221865;700000094
17/04/2025;4;7956;BR1A013;SEG TRAB ENFERMAGEM;M412956615;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5086884978;8720,51;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1355059915;Recbto Fisico/Fiscal;BR1A013;16/04/2025;BR16;;09456067;700000094
16/05/2025;5;7956;BR1A013;SEG TRAB ENFERMAGEM;M412999772;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5087691692;8720,51;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1371148054;Recbto Fisico/Fiscal;BR1A013;12/05/2025;BR16;;09349096;700000094
23/05/2025;5;7956;BR1A013;SEG TRAB ENFERMAGEM;M412999772;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109943345;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;1;1375497717;Recbto Fisico/Fiscal;BR1A013;12/05/2025;BR16;BR7956FC16052509193959;09452778;700000094
10/06/2025;6;7956;BR1A013;SEG TRAB ENFERMAGEM;M413062758;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5088451515;8720,51;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1386050081;Recbto Fisico/Fiscal;BR1A013;10/06/2025;BR16;;09456067;700000094
16/06/2025;6;7956;BR1A013;SEG TRAB ENFERMAGEM;M413062758;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5105655571;0;1000022818;JCVFAR ASSESSORIA AMBIENTAL LTDA;R3;1;1389038834;JCVFAR ASSESSORIA AMBIENTAL LTDA;BR1A013;10/06/2025;BR16;BR7956FC10062517461158;09348821;700000094
30/07/2025;7;7956;BR1A013;SEG TRAB ENFERMAGEM;M413090120;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5105858168;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;1;1415000092;Recbto Fisico/Fiscal;BR1A013;09/07/2025;BR16;BR7956FC15072513371983;09221865;700000094
15/07/2025;7;7956;BR1A013;SEG TRAB ENFERMAGEM;M413090120;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5089439891;8720,51;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1406195246;Recbto Fisico/Fiscal;BR1A013;09/07/2025;BR16;;09478597;700000094
26/08/2025;8;7956;BR1A013;SEG TRAB ENFERMAGEM;M413155798;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5105985307;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;1;1430599882;Recbto Fisico/Fiscal;BR1A013;05/08/2025;BR16;BR7956FC14082507104559;09348821;700000094
14/08/2025;8;7956;BR1A013;SEG TRAB ENFERMAGEM;M413155798;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5090324397;8720,51;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1423713696;Recbto Fisico/Fiscal;BR1A013;05/08/2025;BR16;;09385570;700000094
19/03/2025;3;7956;BR4A004;SERVICOS GERAIS BA;M412895347;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5085987518;150;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1337330886;Recbto Fisico/Fiscal;BR4A004;18/03/2025;BR16;BR7956RS19032506371338L18;DDSLASSC;700000094
27/03/2025;3;7956;BR4A004;SERVICOS GERAIS BA;M412895347;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109676030;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;1;1342735311;Recbto Fisico/Fiscal;BR4A004;18/03/2025;BR16;BR7956RS19032506371338;09221865;700000094
10/03/2025;3;7956;BR4A004;SERVICOS GERAIS BA;M412786272;6300320;Taxas Diversas;Recebimento fatura;ASSESSORIA OU CONSULTORIA;5109588760;0;2010000;Transitoria Recebimento Fisico/Fisc;R3;1;1332125245;Recbto Fisico/Fiscal;BR4A004;06/03/2025;BR16;BR7956RS07032511565213;09221865;700000094
07/03/2025;3;7956;BR4A004;SERVICOS GERAIS BA;M412786272;6300320;Taxas Diversas;Recebimento físico;ASSESSORIA OU CONSULTORIA;5085650198;350;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1330765727;Recbto Fisico/Fiscal;BR4A004;06/03/2025;BR16;BR7956RS07032511565213L18;DDSLASSC;700000094
05/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento físico;CARTUCHO QUIMICO;5084728007;89,7;2010000;Transitoria Recebimento Fisico/Fisc;WE;97;1312196964;Recbto Fisico/Fiscal;BR1A014;24/01/2025;BR16;;09340863;900005006
05/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento físico;CARTUCHO QUIMICO;5084726486;-89,7;2010000;Transitoria Recebimento Fisico/Fisc;WE;97;1312196923;Recbto Fisico/Fiscal;BR1A014;05/02/2025;BR16;;09340863;900005006
05/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento físico;CARTUCHO QUIMICO;5084724265;-89,7;2010000;Transitoria Recebimento Fisico/Fisc;WE;97;1312182192;Recbto Fisico/Fiscal;BR1A014;05/02/2025;BR16;;09340863;900005006
05/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento físico;CARTUCHO QUIMICO;5084724076;89,7;2010000;Transitoria Recebimento Fisico/Fisc;WE;97;1312182173;Recbto Fisico/Fiscal;BR1A014;05/02/2025;BR16;;09340863;900005006
05/02/2025;2;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento físico;CARTUCHO QUIMICO;5084724266;89,7;2010000;Transitoria Recebimento Fisico/Fisc;WE;97;1312185904;Recbto Fisico/Fiscal;BR1A014;05/02/2025;BR16;;09340863;900005006
24/03/2025;3;7953;BR1A014;ALMOXARIFADO PECAS;M412762973;6600076;EPI e Mat Segurança;Recebimento fatura;CARTUCHO QUIMICO;5109652769;6,48;1000049045;DIMENSIONAL BRASIL SOLUCOES LTDA;R3;111;1340322196;DIMENSIONAL BRASIL SOLUCOES LTDA;BR1A014;24/01/2025;BR16;;09257681;900005006
10/07/2025;7;7956;BR2A008;ALM INSUMOS BA;M412899540;6600076;EPI e Mat Segurança;Recebimento fatura;CALCO DO TRAVADOR DE RODAS;5105760854;-360,98;2010000;Transitoria Recebimento Fisico/Fisc;R3;1;1403330807;Recbto Fisico/Fiscal;BR2A008;19/05/2025;BR16;;09481650;900034592
09/07/2025;7;7956;BR2A008;ALM INSUMOS BA;M412899540;6600076;EPI e Mat Segurança;Recebimento físico;CALCO DO TRAVADOR DE RODAS;5089278702;8758,89;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1403046025;Recbto Fisico/Fiscal;BR2A008;19/05/2025;BR16;;09456067;900034592
26/02/2025;2;;BR1A003;GERENTE DE PLANTA BA;;6600120;Gas Natural;Contabilização - Ajustes apuração 01/2025;Contabilização - Ajustes apuração 01/2025;100448420;-1454,94;1013059;COFINS a Recuperar;SA;31;1325155892;COFINS a Recuperar;BR1A003;31/01/2025;BR16;Contabilização - Ajustes;WF-BATCH;
26/02/2025;2;;BR1A003;GERENTE DE PLANTA BA;;6600121;Energia Eletrica;Contabilização - Ajustes apuração 01/2025;Contabilização - Ajustes apuração 01/2025;100448420;-22941,55;1013059;COFINS a Recuperar;SA;2;1325155892;COFINS a Recuperar;BR1A003;31/01/2025;BR16;Contabilização - Ajustes;WF-BATCH;
26/02/2025;2;;BR1A003;GERENTE DE PLANTA BA;;6600022;Serviços Terceiros;Contabilização - Ajustes apuração 01/2025;Contabilização - Ajustes apuração 01/2025;100448420;-9460,5;1013059;COFINS a Recuperar;SA;47;1325155892;COFINS a Recuperar;BR1A003;31/01/2025;BR16;Contabilização - Ajustes;WF-BATCH;
28/03/2025;3;;BR1A003;GERENTE DE PLANTA BA;;6600121;Energia Eletrica;Contabilização - Ajustes apuração 02/2025;Contabilização - Ajustes apuração 02/2025;100679733;-25441,91;1013059;COFINS a Recuperar;SA;1;1342665359;COFINS a Recuperar;BR1A003;28/02/2025;BR16;Contabilização - Ajustes;WF-BATCH;
28/03/2025;3;;BR1A003;GERENTE DE PLANTA BA;;6600022;Serviços Terceiros;Contabilização - Ajustes apuração 02/2025;Contabilização - Ajustes apuração 02/2025;100679733;-2232,91;1013059;COFINS a Recuperar;SA;31;1342665359;COFINS a Recuperar;BR1A003;28/02/2025;BR16;Contabilização - Ajustes;WF-BATCH;
29/01/2025;1;;BR1A003;GERENTE DE PLANTA BA;;6600121;Energia Eletrica;Contabilização - Ajustes apuração 12/2024;Contabilização - Ajustes apuração 12/2024;100223655;-21981,83;6300081;Manutençao de Equipamentos;SA;12;1308501250;Manutençao Equip;BR1A003;31/12/2024;BR16;Contabilização - Ajustes;WF-BATCH;
29/01/2025;1;;BR1A003;GERENTE DE PLANTA BA;;6600124;Tratamento Efluentes;Contabilização - Ajustes apuração 12/2024;Contabilização - Ajustes apuração 12/2024;100223655;-7326,67;6300081;Manutençao de Equipamentos;SA;60;1308501250;Manutençao Equip;BR1A003;31/12/2024;BR16;Contabilização - Ajustes;WF-BATCH;
29/01/2025;1;;BR1A003;GERENTE DE PLANTA BA;;6600022;Serviços Terceiros;Contabilização - Ajustes apuração 12/2024;Contabilização - Ajustes apuração 12/2024;100223655;-1503,27;6300081;Manutençao de Equipamentos;SA;54;1308501250;Manutençao Equip;BR1A003;31/12/2024;BR16;Contabilização - Ajustes;WF-BATCH;
09/04/2025;4;7956;BR1A312;COMBI 24000;4519536847;6300320;Taxas Diversas;Recebimento físico;IMPOSTOS TAXAS PROCESSOS CONTRIBUICOES;5086632955;19200;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1350118640;Recbto Fisico/Fiscal;BR1A312;18/03/2025;BR16;BR7956FC09042507443815L45;DDSLASSC;700000136
14/04/2025;4;7956;BR1A312;COMBI 24000;4519536847;6300320;Taxas Diversas;Recebimento fatura;IMPOSTOS TAXAS PROCESSOS CONTRIBUICOES;5109753045;0;1000067799;INSTITUTO DO MEIO AMBIENTE E RECURS;RE;1;1352959668;INSTITUTO DO MEIO AMBIENTE E RECURS;BR1A312;18/03/2025;BR16;13700575000169;09208650;700000136
18/07/2025;7;7956;BR1A312;COMBI 24000;4520472634;6300320;Taxas Diversas;Recebimento físico;IMPOSTOS TAXAS PROCESSOS CONTRIBUICOES;5089523806;19200;2010000;Transitoria Recebimento Fisico/Fisc;WE;1;1407999342;Recbto Fisico/Fiscal;BR1A312;01/07/2025;BR16;BR7956FC18072504173355L45;DDSLASSC;700000136
14/04/2025;4;7956;BR1A010;PRODUCAO MAGICO BA;4519536847;6300320;Taxas Diversas;Recebimento fatura;IMPOSTOS TAXAS PROCESSOS CONTRIBUICOES;5109753045;0;1000067799;INSTITUTO DO MEIO AMBIENTE E RECURS;RE;3;1352959668;INSTITUTO DO MEIO AMBIENTE E RECURS;BR1A010;18/03/2025;BR16;13700575000169;09208650;700000136
09/04/2025;4;7956;BR1A010;PRODUCAO MAGICO BA;4519536847;6300320;Taxas Diversas;Recebimento físico;IMPOSTOS TAXAS PROCESSOS CONTRIBUICOES;5086632955;200;2010000;Transitoria Recebimento Fisico/Fisc;WE;3;1350118640;Recbto Fisico/Fiscal;BR1A010;18/03/2025;BR16;BR7956FC09042507443815L45;DDSLASSC;700000136
